accelX, accelY, accelZ, magX, magY, magZ, gyroX, gyroY, gyroZ, packetNum
-3329, -11265, -15104, -25856, -28417, 766, 3328, -22767, -19968, 31728
-3329, -11265, -15104, -26880, -28417, 766, 4096, -24559, -19200, 31984
0, -11777, -15104, -26880, -29185, 254, 4864, -25839, -18176, 32240
0, -11777, -15104, -27904, -29185, 254, 5376, -27375, -17152, 32496
0, -11777, -15104, -27904, -30721, 254, 5888, -28655, -16128, 32752
256, -7681, -13056, -29696, -30721, 254, 6400, -29679, -15360, -32528
256, -7681, -13056, -29696, -32513, 254, 6656, -30447, -14336, -32272
256, -7681, -13056, -31232, -32513, 254, 6656, -30447, -13312, -32016
768, -3585, -10496, -31232, 32511, -259, 7168, -30447, -12544, -31760
768, -3585, -10496, 32256, 32511, -259, 7680, -30191, -11520, -31504
768, -1025, -6400, 30208, 30207, -771, 8192, -27887, -9984, -30992
768, -1025, -6400, 30208, 28927, -771, 8448, -26607, -9472, -30736
768, -1025, -6400, 28928, 28927, -771, 8448, -25327, -8960, -30480
-513, 0, 1, 28928, 27391, -771, 8448, -24047, -8960, -30224
-513, 0, 1, 26880, 27391, -771, 8448, -23279, -8960, -29968
-513, 0, 1, 26880, 25343, -771, 8192, -22255, -9472, -29712
-1793, -769, 8449, 24832, 25343, -771, 7936, -19951, -10240, -29456
-1793, -769, 8449, 24832, 25087, -1027, 7680, -18159, -10752, -29200
-1793, -769, 8449, 23552, 25087, -1027, 7680, -15855, -11520, -28944
-4609, 2816, 9729, 23552, 22783, -515, 7680, -14063, -12544, -28688
-4609, 2816, 9729, 22016, 22783, -515, 7424, 512, -13824, -28432
-4609, 2816, 9729, 22016, 21759, -515, 7424, 2304, -15360, -28176
-8449, 0, 12801, 21248, 21759, -515, 7168, 3584, -17152, -27920
-8449, 0, 12801, 21248, 20735, -259, 6656, 3840, -18944, -27664
-8449, 0, 12801, 20224, 20735, -259, 6400, 3584, -20992, -27408
-11265, -3585, 15361, 19456, 18687, -259, 4608, 1792, -24576, -26896
-11265, -3585, 15361, 19456, 18943, -3, 3840, 1280, -26624, -26640
-11521, -6913, 17409, 19200, 18943, -3, 3072, 1024, -28416, -26384
-11521, -6913, 17409, 19200, 17407, 254, 2304, 1024, -30208, -26128
-11521, -6913, 17409, 17664, 17407, 254, 1280, 1024, -31744, -25872
-9217, -7937, 16129, 17664, 17151, -259, 256, 1792, 32512, -25616
-9217, -7937, 16129, 17664, 17151, -259, -13295, 2304, 31232, -25360
-5121, -8193, 12801, 16896, 16895, -259, -15599, 4096, 28928, -24848
-5121, -8193, 12801, 16896, 15871, -3, -16879, 4608, 27904, -24592
-5121, -8193, 12801, 16384, 15871, -3, -18159, 4608, 26880, -24336
-3585, -7937, 12801, 16384, 16383, -259, -19183, 4864, 26368, -24080
-3585, -7937, 12801, 16384, 16383, -259, -20463, 5120, 25344, -23824
-3585, -7937, 12801, 16384, 16127, -259, -21743, 4864, 24320, -23568
-3841, -6913, 9729, 15872, 16127, -259, -22767, 4608, 23296, -23312
-3841, -6913, 9729, 15872, 16383, -259, -24047, 4608, 22016, -23056
-3841, -6913, 9729, 15872, 16383, -259, -24815, 4352, 20736, -22800
-3585, -9217, 6401, 15872, 17407, -771, -25583, 4096, 19712, -22544
-3585, -9217, 6401, 15872, 17407, -771, -26351, 3328, 18176, -22288
-3073, -12033, 2817, 15872, 16895, -771, -27119, 2560, 16896, -22032
-3073, -12033, 2817, 15360, 18175, -1283, -27631, 512, 13824, -21520
-2305, -14081, -1280, 15616, 18175, -1283, -27631, -12783, 12544, -21264
-2305, -14081, -1280, 15616, 18687, -1539, -27887, -13551, 11264, -21008
-513, -14849, -4608, 15104, 19199, -1795, -26607, -15087, 7168, -20240
-513, -14849, -4608, 15104, 20735, -2307, -26095, -15599, 6144, -19984
2048, -16385, -8448, 14848, 20735, -2563, -24815, -16623, 4096, -19472
2048, -16385, -8448, 14592, 20735, -2563, -24047, -17391, 3072, -19216
2560, -18177, -8192, 14592, 21759, -2819, -23279, -18159, 2304, -18960
2560, -18177, -8192, 14336, 21759, -2819, -22255, -18927, 1792, -18704
2560, -18177, -8192, 14336, 22527, -2819, -21743, -20207, 1024, -18448
4608, -19201, -6400, 13824, 22527, -2819, -20975, -20975, 512, -18192
4608, -19201, -6400, 13824, 22527, -3075, -20463, -21487, 0, -17936
4608, -19201, -6400, 13568, 22527, -3075, -20207, -21999, -13039, -17680
6656, -20225, -4096, 13568, 23551, -3843, -19695, -22511, -13807, -17424
6656, -20225, -4096, 13312, 23551, -3843, -19183, -22511, -14063, -17168
6656, -20225, -4096, 13312, 23295, -3843, -18671, -22511, -14319, -16912
8704, -20481, -2304, 12288, 23295, -3843, -18159, -22511, -14575, -16656
8704, -20481, -2304, 12288, 24063, -4099, -17647, -22255, -14831, -16400
8704, -20481, -2304, 11776, 24063, -4099, -17135, -21743, -15087, -16144
9728, -19457, -1024, 11776, 24319, -4099, -16367, -21231, -15343, -15888
10752, -19713, 257, 11008, 24063, -4355, -14831, -18415, -16367, -15120
10752, -19713, 257, 11008, 25087, -4355, -14575, -17391, -16879, -14864
10752, -19713, 257, 10752, 25087, -4355, -14063, -16879, -17391, -14608
11008, -19969, 1025, 10496, 24831, -4611, -13551, -15087, -18671, -13840
12032, -19457, 3585, 10496, 24831, -4611, -13551, -15087, -18927, -13584
12032, -19457, 3585, 10496, 25087, -4355, -13807, -14575, -19439, -13072
12800, -17153, 4609, 10496, 24575, -4867, -14063, -14063, -19439, -12816
12800, -17153, 4609, 10752, 24575, -4867, -14319, -13807, -19695, -12560
12800, -17153, 4609, 10752, 25087, -4867, -15087, -13295, -19951, -12304
13568, -16129, 4865, 10752, 25087, -4867, -15599, -13039, -20207, -12048
13568, -16129, 4865, 10752, 25087, -4611, -16111, 256, -20207, -11792
13568, -16129, 4865, 11008, 25087, -4611, -16623, 768, -20207, -11536
15616, -16129, 3841, 11008, 25599, -4867, -16879, 768, -20207, -11280
15616, -16129, 3841, 11008, 25599, -4867, -17391, 512, -19951, -11024
15616, -16129, 3841, 11008, 25855, -4867, -17903, 512, -19951, -10768
15872, -15617, 2561, 11520, 25855, -4867, -18415, 0, -19439, -10512
15872, -15617, 2561, 11520, 26111, -5123, -18927, -13039, -19183, -10256
15872, -15617, 2561, 11264, 26111, -5123, -19439, -13551, -18415, -10000
15616, -12801, -256, 11264, 27135, -5123, -19951, -14063, -18159, -9744
15616, -12801, -256, 12032, 27135, -5123, -20207, -14575, -17391, -9488
15616, -12801, -256, 12032, 27135, -5123, -20463, -15343, -16623, -9232
14848, -9729, -2560, 11008, 27903, -5379, -20975, -16879, -15599, -8720
14848, -9729, -2560, 12032, 27903, -5379, -20975, -17903, -14831, -8464
10496, -7425, -3328, 11264, 28671, -5635, -20719, -19951, -13807, -7952
10496, -7425, -3328, 11264, 28671, -5379, -20719, -20975, -13551, -7696
6912, -4609, -4608, 11008, 28671, -5379, -20463, -21743, -13295, -7440
6912, -4609, -4608, 11264, 29695, -5891, -19439, -23279, -13551, -6928
3584, -3585, -4352, 11264, 29695, -5891, -18927, -23279, -13807, -6672
3584, -3585, -4352, 9984, 29695, -5891, -18415, -23791, -14319, -6416
3584, -3585, -4352, 9984, 30207, -5891, -17391, -23791, -14831, -6160
1024, -4865, -5120, 9472, 30207, -5891, -16623, -23535, -15599, -5904
1024, -4865, -5120, 9472, 30975, -6147, -15599, -23279, -16367, -5648
1024, -4865, -5120, 8960, 30975, -6147, -14831, -22767, -17135, -5392
512, -6145, -2816, 8192, 30207, -6147, -13039, -20975, -18927, -4880
512, -6145, -2816, 8192, 31231, -6403, 256, -19695, -19695, -4624
2816, -8449, -2304, 7936, 31231, -6403, 1280, -18415, -20463, -4368
2816, -8449, -2304, 7936, 30463, -6147, 1536, -16879, -20975, -4112
2816, -8449, -2304, 7424, 30463, -6147, 2048, -15855, -21231, -3856
5120, -8961, -1024, 7424, 30719, -5891, 2560, -14575, -21231, -3600
5120, -8961, -1024, 7424, 30719, -5891, 3072, -14063, -21231, -3344
5120, -8961, -1024, 7424, 30719, -6147, 3072, -13295, -20975, -3088
7168, -8449, 1537, 7680, 30719, -6147, 2816, -13039, -20463, -2832
7168, -8449, 1537, 7680, 30463, -6147, 2816, 256, -20207, -2576
7168, -8449, 1537, 7424, 30463, -6147, 2560, 256, -19439, -2320
9216, -8193, 513, 7936, 30463, -6147, 1792, 256, -18159, -1808
11008, -7681, 1025, 8192, 30207, -5891, 1024, 512, -16623, -1296
11008, -7681, 1025, 8192, 29951, -6147, 512, 512, -15855, -1040
11776, -9217, 1025, 8448, 30463, -5891, -13807, -12783, -13807, -272
11776, -9217, 1025, 8448, 29951, -5891, -14319, -13295, -13295, -16
11264, -8961, -512, 8192, 30207, -6147, -15599, -14063, 0, 497
9984, -9473, 257, 8448, 30463, -5891, -16367, -15343, 1024, 1009
9984, -9473, 257, 7936, 30463, -5891, -16623, -15343, 1280, 1265
9984, -9473, 257, 7936, 30207, -5891, -16879, -15343, 1536, 1521
8960, -10497, -1280, 7936, 30207, -5891, -16879, -15343, 1792, 1777
8960, -10497, -1280, 7936, 31231, -6147, -16879, -15599, 1792, 2033
8960, -10497, -1280, 8192, 31231, -6147, -16879, -15343, 1792, 2289
6912, -10497, -1536, 8192, 30463, -5891, -16879, -15343, 2048, 2545
6912, -10497, -1536, 7680, 30463, -5891, -16623, -14831, 2304, 2801
6912, -10497, -1536, 7680, 31231, -6403, -16367, -14319, 2560, 3057
6400, -10241, -1792, 7680, 31231, -6403, -16111, -14063, 2560, 3313
6400, -10241, -1792, 7680, 31743, -5891, -15343, -13551, 2816, 3569
6400, -10241, -1792, 7424, 31743, -5891, -15087, -13039, 3328, 3825
5120, -9985, -2048, 7424, 30975, -6403, -14575, -12783, 3328, 4081
5120, -9985, -2048, 7168, 31743, -6403, -13551, 512, 3584, 4593
2560, -9473, -3072, 7424, 31743, -6403, -12783, 512, 3584, 4849
2560, -9473, -3072, 7424, 31487, -5891, 256, 768, 3584, 5105
2560, -9473, -3072, 7168, 31487, -5891, 768, 1024, 3584, 5361
1280, -8193, -3840, 7168, 31487, -6147, 1536, 1024, 3584, 5617
1280, -8193, -3840, 7424, 31487, -6147, 2048, 1280, 3328, 5873
1280, -8193, -3840, 7424, 31487, -5891, 2816, 1280, 3072, 6129
512, -8193, -3584, 7680, 31487, -5891, 3328, 1280, 2816, 6385
512, -8193, -3584, 7680, 30463, -5635, 3584, 1280, 2560, 6641
512, -8193, -3584, 7168, 30463, -5635, 3840, 1536, 2304, 6897
0, -7937, -2560, 7168, 30975, -5891, 4096, 1792, 2048, 7153
0, -7937, -2560, 7680, 30975, -5891, 4096, 2048, 1536, 7409
0, -7937, -2560, 7680, 30207, -5635, 4352, 2304, 1280, 7665
256, -7425, -2048, 7680, 30207, -5635, 4608, 2816, 1280, 7921
256, -7425, -2048, 7680, 29951, -5891, 4608, 3328, 1024, 8177
256, -7425, -2048, 7936, 29951, -5891, 4352, 3328, 768, 8433
256, -7169, -1024, 7936, 29951, -5379, 4608, 3328, 768, 8689
256, -7169, -1024, 8192, 29951, -5379, 4608, 3328, 512, 8945
-257, -6145, 513, 8448, 28927, -5379, 4096, 2560, 256, 9457
-257, -6145, 513, 8448, 29183, -5379, 4096, 2048, 256, 9713
256, -5121, -256, 8704, 28415, -5379, 3584, 1536, 0, 10225
256, -5121, -256, 8704, 28415, -5379, 3072, 1792, 0, 10481
256, -5121, -256, 8704, 28415, -5379, 2816, 1536, 0, 10737
256, -4353, -256, 8960, 28415, -5379, 2304, 1536, 0, 10993
256, -4353, -256, 8960, 28415, -5379, 1792, 1536, -12783, 11249
256, -4353, -256, 8960, 28415, -5379, 1536, 1280, -12783, 11505
-1, -4097, 257, 8960, 27647, -4867, 1024, 1024, -13039, 11761
-1, -4097, 257, 8704, 27647, -4867, 512, 768, -13295, 12017
-1, -4097, 257, 8704, 28415, -4867, 0, 256, -13551, 12273
256, -4609, -256, 9472, 28415, -4867, -13039, -12783, -14063, 12529
256, -4609, -256, 9472, 27903, -4867, -13551, -13295, -14063, 12785
256, -4609, -256, 9216, 27903, -4867, -14063, -13807, -14319, 13041
768, -5633, 769, 9216, 27903, -5123, -14319, -14063, -14319, 13297
768, -5633, 769, 9472, 27903, -5123, -14831, -14319, -14575, 13553
768, -5633, 769, 9472, 28415, -5379, -15343, -14575, -14831, 13809
1024, -6401, -256, 9472, 28415, -5379, -15599, -15087, -14831, 14065
1024, -6401, -256, 8960, 27903, -5123, -15855, -15599, -15087, 14577
2304, -6657, -768, 9216, 28159, -5379, -15855, -16367, -15343, 15089
2304, -6657, -768, 9216, 28671, -5379, -15855, -16623, -15343, 15345
2048, -6913, -1024, 8960, 28671, -5379, -15599, -16623, -15599, 15601
2048, -6913, -1024, 8960, 28415, -5123, -15087, -16623, -15599, 15857
2048, -6913, -1024, 8704, 28415, -5123, -14831, -16623, -15599, 16113
2816, -7681, -2560, 8704, 29183, -5123, -14319, -16623, -15599, 16369
2816, -7681, -2560, 8704, 29183, -5123, -14063, -16367, -15599, 16625
2816, -7681, -2560, 8704, 28671, -5379, -13295, -15855, -15855, 16881
3072, -7169, -3584, 8192, 28671, -5379, 256, -14575, -15599, 17393
3072, -7169, -3584, 8448, 28671, -5379, 512, -14063, -15343, 17649
4352, -8193, -3072, 8448, 29183, -5379, 1024, -13807, -15343, 17905
4352, -8193, -3072, 8704, 29183, -5379, 1280, -13039, -15087, 18161
4352, -8193, -3072, 8704, 28671, -5379, 1792, 0, -14831, 18417
4864, -8449, -2304, 7936, 28671, -5379, 2304, 256, -14575, 18673
4864, -8449, -2304, 7936, 29183, -5379, 2560, 256, -14063, 18929
4864, -8449, -2304, 8448, 29183, -5379, 2816, 768, -14063, 19185
4608, -7937, -2560, 8448, 28415, -5123, 3072, 768, -13807, 19441
4608, -7937, -2560, 8192, 28415, -5123, 3584, 768, -13551, 19697
4608, -7937, -2560, 8192, 28159, -5379, 3584, 1024, -13295, 19953
5888, -8449, -2560, 8704, 28159, -5379, 3840, 768, -13039, 20209
5888, -8449, -2560, 8704, 28415, -5123, 3840, 1024, -12783, 20465
5888, -8449, -2560, 8960, 28415, -5123, 4096, 1024, 0, 20721
5888, -8193, -2304, 8960, 27391, -4867, 4096, 1024, 256, 20977
5888, -8193, -2304, 8448, 27391, -4867, 4096, 1280, 256, 21233
5888, -8193, -2304, 8448, 27903, -4867, 3840, 1280, 512, 21489
6400, -8449, -1536, 8960, 27135, -4611, 3072, 1024, 768, 22001
6400, -8449, -1536, 8960, 27135, -4611, 2816, 768, 1280, 22257
5376, -6401, -768, 8960, 26879, -4867, 2304, 256, 1280, 22513
5376, -6401, -768, 9216, 26879, -4867, 2048, 0, 1280, 22769
5376, -6401, -768, 9216, 26879, -4611, 1280, -13039, 1280, 23025
3840, -7425, 1025, 9216, 26879, -4611, 1024, -13295, 1280, 23281
3840, -7425, 1025, 8704, 26367, -4611, 256, -14319, 1280, 23793
2816, -5889, 513, 8704, 26879, -4611, -12783, -14319, 1024, 24049
2816, -5889, 513, 9472, 26623, -4867, -13295, -14575, 768, 24561
2560, -6401, 1, 9216, 26623, -4867, -13551, -14575, 512, 24817
2560, -6401, 1, 9216, 26111, -4867, -13551, -14319, 256, 25073
2560, -6401, 1, 8704, 26111, -4867, -13551, -14319, 0, 25329
2560, -6913, -1024, 8960, 26879, -5123, -13551, -14063, -13295, 25841
2560, -6913, -1024, 8960, 26111, -4611, -13551, -14319, -13295, 26097
2304, -6913, -1024, 8960, 26111, -4611, -13295, -14575, -13551, 26353
2304, -6913, -1024, 8960, 26879, -4611, -13295, -14831, -13807, 26609
2304, -6913, -1024, 8704, 26879, -4611, -12783, -14831, -14063, 26865
2304, -6657, -768, 8704, 26623, -4611, 0, -15087, -14319, 27377
2304, -6657, -768, 8704, 26111, -4867, 256, -15087, -14831, 27633
3072, -6657, -1024, 8704, 26111, -4867, 512, -15087, -14831, 27889
3072, -6657, -1024, 8704, 26879, -5123, 768, -14831, -15087, 28145
3072, -6657, -1024, 8704, 26879, -5123, 1024, -14575, -15087, 28401
3328, -7169, 257, 8704, 26111, -4611, 1024, -14319, -15343, 28657
3328, -7169, 257, 8192, 26623, -4611, 1280, -14063, -15343, 29169
3840, -6657, -256, 8448, 26623, -4611, 1280, -14319, -15343, 29425
3840, -6657, -256, 8448, 26367, -4867, 1536, -14319, -15343, 29681
3840, -6657, -256, 8192, 26367, -4867, 1792, -14575, -15343, 29937
4352, -7169, -256, 8192, 25599, -4611, 1792, -14831, -15343, 30193
4352, -7169, -256, 8192, 25599, -4611, 1792, -14831, -15343, 30449
4352, -7169, -256, 8192, 26367, -4867, 2048, -15087, -15087, 30705
5376, -7425, -1280, 8448, 26367, -4867, 2048, -15087, -15087, 30961
5376, -7425, -1280, 8448, 25343, -4867, 2304, -14831, -14831, 31217
5376, -7425, -1280, 8192, 25343, -4867, 2560, -15087, -14831, 31473
5888, -7681, -2048, 8192, 25599, -4611, 3072, -14831, -14831, 31729
5888, -7681, -2048, 8192, 25343, -4867, 3840, -15087, -14575, 32241
6400, -7425, -2560, 8192, 25343, -4867, 4096, -15087, -14319, 32497
6400, -7425, -2560, 8192, 24319, -4611, 4608, -14831, -14319, 32753
6400, -7425, -2560, 7936, 24319, -4611, 5120, -15087, -14063, -32527
6400, -7937, -2816, 7936, 25087, -4867, 5376, -15343, -13807, -32271
6400, -7937, -2816, 7936, 25087, -4867, 6144, -15343, -13807, -32015
6400, -7937, -2816, 7936, 24063, -4611, 6912, -15599, -13807, -31759
5632, -7169, -3328, 7424, 24063, -4611, 7424, -15599, -13551, -31503
5632, -7169, -3328, 7424, 24063, -4611, 7680, -15855, -13295, -31247
5632, -7169, -3328, 7680, 24063, -4611, 8448, -16367, -13295, -30991
5120, -6401, -3840, 7680, 23551, -4099, 8704, -16623, -13039, -30735
5120, -6401, -3840, 7168, 23551, -4099, 8960, -16879, -13039, -30479
5120, -6401, -3840, 7168, 22527, -4099, 8960, -16623, -13039, -30223
5888, -5121, -1792, 6912, 22527, -4099, 8960, -16879, -13039, -29967
5888, -5121, -1792, 6912, 22527, -4355, 9216, -16623, -13039, -29711
5888, -5121, -1792, 6912, 22527, -4355, 9216, -16879, -13039, -29455
5888, -5121, -1280, 6912, 21247, -3587, 9216, -16623, -13039, -29199
5888, -5121, -1280, 6656, 21247, -3587, 9216, -16367, -13295, -28943
6912, -6145, 513, 6656, 20479, -3587, 9472, -16111, -13295, -28687
6912, -6145, 513, 6400, 20479, -3587, 9728, -15343, -13295, -28431
6912, -6145, 513, 6400, 20735, -3587, 9984, -14319, -13295, -28175
8192, -7425, 769, 6400, 20735, -3587, 10240, -13039, -13295, -27919
8192, -7425, 769, 6144, 18943, -3075, 11264, 2304, -13039, -27407
8960, -8193, 769, 6144, 18943, -3331, 11776, 3328, -13039, -27151
8960, -8193, 769, 5888, 18943, -3331, 12544, 4352, -12783, -26895
8960, -8193, 769, 5888, 17663, -2819, 13056, 5632, -13039, -26639
7680, -11009, 3329, 6656, 17663, -2819, 13824, 6400, -12783, -26383
7680, -11009, 3329, 6656, 16895, -2563, 14848, 6144, -12783, -26127
7680, -11009, 3329, 6912, 16895, -2563, 15872, 6144, 0, -25871
6400, -12289, 6657, 6912, 16127, -2307, 16640, 5888, 0, -25615
6400, -12289, 6657, 7168, 16127, -2307, 17664, 4864, 0, -25359
6400, -12289, 6657, 7168, 14335, -1795, 18944, 4352, -12783, -25103
4096, -12289, 8961, 7936, 14335, -1795, 19968, 3584, 0, -24847
4096, -12289, 8961, 7936, 14079, -1539, 22016, 2816, -12783, -24591
4096, -12289, 8961, 8448, 14079, -1539, 23040, 1536, -13039, -24335
2304, -11777, 11265, 8448, 12287, -1027, 23808, 0, -13551, -24079
2304, -11777, 11265, 7936, 12287, -1027, 25600, -14063, -13807, -23823
2304, -11777, 11265, 7936, 10751, -259, 27136, -15599, -14319, -23567
768, -12289, 15617, 8192, 10751, -259, 28672, -17135, -15087, -23311
768, -12289, 15617, 8192, 9471, 510, 30208, -19183, -15599, -23055
768, -12289, 15617, 8192, 9471, 510, 31488, -21231, -16367, -22799
512, -13313, 23809, 7424, 5119, 1790, -30976, -25327, -19183, -22031
3840, -14337, 29441, 7424, 5119, 1790, -30208, -26351, -20207, -21775
3840, -14337, 29441, 6912, 3071, 2814, -29952, -28143, -21999, -21263
9216, -13569, -28671, 6912, 767, 3582, -30208, -28655, -22767, -21007
9216, -13569, -28671, 6400, 767, 3582, -30720, -29167, -23279, -20751
9216, -13569, -28671, 6400, -514, 4862, -31488, -29423, -23791, -20495
12544, -9473, -20223, 5376, -3330, 5630, 29184, -31727, -23535, -19727
14336, -257, -13311, 4608, -4354, 6398, 24320, -31471, -21999, -19215
14336, -257, -13311, 4608, -5890, 7166, 20736, -30703, -20719, -18959
16640, 9216, -7679, 4096, -5890, 7166, 16896, -29935, -19439, -18703
16640, 9216, -7679, 4096, -7682, 8190, 12544, -28399, -18159, -18447
16640, 9216, -7679, 3072, -7682, 8190, 7680, -26095, -16623, -18191
18432, 17664, -1791, 2816, -7682, 7934, -16879, -19695, -13551, -17679
18432, 17664, -1791, 2816, -7938, 8446, -23535, -16623, 512, -17423
19200, 23808, -255, 2304, -7938, 8446, -30447, -13551, 2048, -17167
19200, 23808, -255, 2304, -7170, 7934, 27921, 2560, 3584, -16911
19200, 23808, -255, 2304, -7170, 7934, 20241, 6144, 5120, -16655
19456, 31232, -255, 2304, -5378, 7166, 12561, 9728, 6656, -16399
19456, 31232, -255, 2304, -5378, 7166, 5137, 13056, 8448, -16143
19456, 31232, -255, 2304, -3586, 6398, -3056, 16384, 9984, -15887
16384, -30976, -7423, 2816, -3586, 6398, -10480, 19200, 11520, -15631
16384, -30976, -7423, 2816, 255, 4606, -17904, 23296, 12800, -15375
16384, -30976, -7423, 4096, 255, 4606, -25584, 21760, 15104, -15119
11008, 30976, -27647, 4096, 3839, 3582, -30704, 22784, 18944, -14863
11008, 30976, -27647, 5120, 3839, 3582, 29200, -32512, 19712, -14607
11008, 30976, -27647, 5120, 8703, 1278, 22544, -20736, 18432, -14351
25856, -30720, -1536, 6656, 8703, 1278, 16912, -16640, 18176, -14095
25856, -30720, -1536, 6656, 15103, -259, 11792, -19200, 18944, -13839
25856, -30720, -1536, 8960, 15103, -259, 6416, -23552, 19712, -13583
0, -26624, -6656, 8960, 20991, -2051, 1808, -25600, 20992, -13327
0, -26624, -6656, 11264, 20991, -2051, -2545, -25344, 21504, -13071
0, -26624, -6656, 11264, 28671, -3843, -6641, -24576, 22016, -12815
12544, -26112, 17664, 13568, -29697, -5123, -13553, -21504, 21504, -12303
12544, -26112, 17664, 16128, -29697, -5123, -15089, -21760, 20480, -12047
10496, -25856, -5121, 16128, -21505, -5891, -14577, -23808, 19200, -11791
10496, -25856, -5121, 18688, -21505, -5891, -12785, -27392, 17664, -11535
10496, -25856, -5121, 18688, -12545, -6147, -10225, -30720, 15616, -11279
-4097, -22528, -27649, 21248, -12545, -6147, -5105, 31232, 12544, -11023
-4097, -22528, -27649, 21248, -5633, -6147, 1296, 27904, 9472, -10767
-4097, -22528, -27649, 23296, -5633, -6147, 7440, 24064, 5376, -10511
-4609, -31232, 9215, 23296, 2048, -5891, 13840, 19200, 3584, -10255
-4609, -31232, 9215, 25088, 2048, -5891, 20752, 15872, 2048, -9999
768, -32512, 1791, 26368, 8448, -4867, -27888, 10240, -13551, -9487
768, -32512, 1791, 27136, 13824, -4867, -6384, 5376, -18159, -8975
256, 17408, -13314, 27136, 18688, -4099, 4625, 1536, -20975, -8719
256, 17408, -13314, 27904, 18688, -4099, 15889, -14831, -23535, -8463
256, 17408, -13314, 27904, 20992, -3843, 27153, -18415, -26351, -8207
-769, 7168, -10754, 27648, 20992, -3843, -27375, -21487, -28399, -7951
-769, 7168, -10754, 27648, 23040, -3843, -16367, -24047, -30447, -7695
-769, 7168, -10754, 27136, 23040, -3843, 6912, -26095, -31215, -7439
8704, -1281, -2, 27136, 23552, -3843, 16896, -27631, -31471, -7183
8704, -1281, -2, 26112, 23552, -3843, 27392, -28399, -31215, -6927
8704, -1281, -2, 26112, 22016, -4355, -28672, -28143, -30447, -6671
19712, -2049, 12543, 25088, 22016, -4355, -19456, -26607, -29167, -6415
19712, -2049, 12543, 25088, 20224, -4611, -12032, -25583, -28399, -6159
19712, -2049, 12543, 24064, 20224, -4611, -5120, -24559, -27119, -5903
24832, 8960, 28415, 24064, 15872, -5635, 1793, -22511, -26351, -5647
24832, 8960, 28415, 22784, 15872, -5635, 8193, -20207, -24559, -5391
24832, 8960, 28415, 22784, 12032, -5891, 14593, -17391, -22767, -5135
28928, 7680, -19457, 22784, 12032, -5891, 21249, -14063, -20207, -4879
28928, 7680, -19457, 22784, 6656, -6403, 27137, 1024, -17903, -4623
28928, 7680, -19457, 22016, 6656, -6403, 32513, 1792, -15087, -4367
29440, 10240, 1792, 22016, 512, -6659, -27903, 2816, 512, -4111
29440, 10240, 1792, 22016, 512, -6659, -23295, 3840, 3328, -3855
29440, 10240, 1792, 22016, -5377, -6659, -19199, 5120, 6400, -3599
28160, 19712, 17408, 22272, -5377, -6659, -15359, 6400, 9216, -3343
28160, 19712, 17408, 22272, -13569, -5891, -12031, 5888, 12288, -3087
28160, 19712, 17408, 22016, -13569, -5891, -11007, 5632, 14336, -2831
20992, 29696, -25344, 22016, -20993, -5379, -9471, 3584, 16640, -2575
20992, 29696, -25344, 22784, -20993, -5379, -8447, -13039, 18688, -2319
20992, 29696, -25344, 22784, -28929, -4355, -7935, -18927, 19968, -2063
8192, -26112, 4609, 22528, -28929, -4355, -7935, -26351, 20992, -1807
8192, -26112, 4609, 22528, 28415, -2819, -8447, 31761, 21504, -1551
8192, -26112, 4609, 20992, 28415, -2819, -10239, 25361, 22016, -1295
-6401, -25856, -26879, 20992, 21247, -1283, -12287, 19473, 22016, -1039
-6401, -25856, -26879, 19200, 21247, -1283, -15103, 14865, 21504, -783
-6401, -25856, -26879, 19200, 13055, 1022, -19199, 10769, 20992, -527
-15617, -28160, -7679, 16128, 13055, 1022, -24319, 8209, 19712, -271
-15617, -28160, -7679, 16128, 6143, 2302, -30719, 7953, 18432, -15
-15617, -28160, -7679, 12800, 6143, 2302, 27649, 9489, 16384, 242
-15105, -20992, -255, 12800, 511, 4606, 20225, 12561, 14080, 498
-15105, -20992, -255, 9472, 511, 4606, 11521, 16145, 11776, 754
-15105, -20992, -255, 9472, -5122, 6910, 2817, 20753, 9216, 1010
-13825, -17920, -255, 5888, -5122, 6910, -6912, 21009, 7424, 1266
-13825, -17920, -255, 5888, -8450, 7678, -13824, 20241, 8960, 1522
-13825, -17920, -255, 3840, -8450, 7678, -22528, 31249, 6656, 1778
-3329, -30464, -255, 3840, -11522, 9726, -32512, -16879, 1024, 2034
-3329, -30464, -255, 1024, -11522, 9726, 24832, 6144, -16367, 2290
-3329, -30464, -255, 1024, -13570, 10238, 16128, 7424, -16879, 2546
-11521, -32768, -255, 256, -13570, 10238, 8192, 2560, -16367, 2802
-11521, -32768, -255, 256, -14082, 10494, 1792, 768, -15087, 3058
-11521, -32768, -255, 1280, -14082, 10494, -17647, 6656, -15087, 3314
-13057, 22272, -255, 1280, -14850, 11006, -23023, 13568, -14319, 3570
-13057, 22272, -255, 1024, -14850, 11006, -28143, 14336, -16879, 3826
-13057, 22272, -255, 1024, -13570, 9982, -30191, 13824, -19439, 4082
-18945, 16640, -255, 1792, -12802, 9726, 25873, 17920, -13807, 4594
-18945, 16640, -255, 2816, -12802, 9726, 23057, 19712, 256, 4850
7936, 12544, -1023, 2816, -11778, 8958, 20497, 22016, 256, 5106
7936, 12544, -1023, 3584, -11778, 8958, 18961, 23552, 0, 5362
