accelX, accelY, accelZ, magX, magY, magZ, gyroX, gyroY, gyroZ, packetNum
-1792, -6656, 2817, 28928, -13314, 12542, -13807, 29713, 8976, 13571
5377, -9216, 1, 32256, -13314, 12542, -16111, 30481, 12816, 13827
5377, -9216, 1, 32256, -11522, 12286, -18415, 30993, 16912, 14083
5377, -9216, 1, -30720, -11522, 12286, -20463, 31505, 21008, 14339
12033, -20224, -768, -27904, -8962, 11518, -23535, 32273, 29968, 14851
12033, -20224, -768, -27904, -6146, 10494, -24815, -32495, -30960, 15107
15873, 32256, -4864, -25600, -6146, 10494, -25839, -30959, -26096, 15363
15873, 32256, -4864, -25600, -4098, 10238, -26095, -29423, -20976, 15619
15873, 32256, -4864, -23808, -4098, 10238, -26351, -27631, -15856, 15875
20481, 27392, -10752, -23808, -514, 8958, -26863, -25839, -10736, 16131
20481, 27392, -10752, -22528, 1535, 8958, -26095, -21487, -1776, 16643
22273, 22528, -13568, -20992, 1535, 8958, -27375, -19183, 2577, 16899
22273, 22528, -13568, -19712, 3839, 8190, -27887, -14831, 11025, 17411
21761, 18688, -7936, -19712, 6399, 7678, -26607, 512, 15121, 17667
21761, 18688, -7936, -19200, 6399, 7678, -24559, 3072, 19473, 17923
21761, 19456, -24576, -17664, 7679, 7934, -20719, 6912, 28433, 18435
21761, 19456, -24576, -17664, 8959, 7422, -18671, 7680, -32751, 18691
21761, 19456, -24576, -16640, 8959, 7422, -14831, 9728, -27119, 18947
23809, 22528, 30464, -16640, 9983, 7678, 512, 10752, -21999, 19203
23809, 22528, 30464, -15616, 9983, 7678, 3584, 12288, -16623, 19459
23809, 22528, 30464, -15616, 9727, 8190, 6144, 13568, 1024, 19715
24833, 19456, 27392, -14592, 9727, 8190, 8448, 15104, 5632, 19971
24833, 19456, 27392, -14592, 9983, 8446, 10240, 16384, 9984, 20227
17153, 16128, -31744, -14336, 8191, 9470, 11520, 18688, 17920, 20739
17153, 16128, -31744, -13312, 8191, 9470, 11520, 20736, 21248, 20995
17153, 16128, -31744, -13312, 7167, 9726, 11008, 20736, 24576, 21251
7937, 16384, -20992, -12288, 5631, 10750, 8192, 22272, 30208, 21763
7937, 16384, -20992, -12288, 5631, 10750, 6656, 22528, -32768, 22019
-3840, 19712, -9216, -12288, 4095, 11518, 5120, 22272, -31232, 22275
-3840, 19712, -9216, -11776, 3327, 12030, -12783, 21248, -26624, 22787
-13568, 25856, 769, -11776, 3327, 12030, -14831, 20992, -24832, 23043
-13568, 25856, 769, -11776, 1791, 12798, -16623, 20480, -23040, 23299
-18688, 29696, -1280, -11520, 767, 13054, -19439, 18688, -19456, 23811
-18688, 29696, -1280, -11776, 767, 13054, -20207, 18688, -17664, 24067
-23552, 31488, -3072, -12544, -258, 13310, -21487, 15616, -14592, 24579
-23552, 31488, -3072, -12544, -1794, 13822, -21743, 14080, -12800, 24835
-23552, 31488, -3072, -13056, -1794, 13822, -21743, 12800, -11264, 25091
-27648, -32512, -4352, -13056, -2306, 13566, -21743, 11520, -9728, 25347
-27648, -32512, -4352, -14336, -2306, 13566, -21487, 10240, -7936, 25603
-27648, -32512, -4352, -14336, -4098, 14078, -21231, 9216, -6144, 25859
-29184, -29952, -7168, -15104, -4866, 13822, -20719, 6912, -3072, 26371
-29184, -29952, -7168, -16896, -4866, 13822, -20207, 5376, -1536, 26627
-32256, -28160, -5888, -16896, -5890, 14078, -19951, 4352, 1, 26883
-32256, -28160, -5888, -18688, -7682, 14846, -18927, 2048, 3329, 27395
30208, -25856, -6400, -20736, -7682, 14846, -18671, 1536, 4865, 27651
30208, -25856, -6400, -23296, -8450, 14334, -17391, 768, 8193, 28163
29696, -23040, -9472, -23296, -10242, 15102, -16623, 768, 9985, 28419
29696, -23040, -9472, -25600, -11522, 15358, -15343, 1536, 13825, 28931
26112, -20480, -12288, -28160, -11522, 15358, -14831, 1792, 16385, 29187
26112, -20480, -12288, -28160, -13058, 15358, -14319, 2304, 19201, 29443
26112, -20480, -12288, -31232, -13058, 15358, -13295, 2560, 22273, 29699
31488, -18688, -11264, 31488, -15106, 16126, 768, 2304, 28161, 30211
31488, -18688, -11264, 31488, -16130, 16382, 1536, 1536, 30721, 30467
31232, -13056, -11776, 28160, -16130, 16382, 2560, 1024, -32255, 30723
31232, -13056, -11776, 28160, -18178, 16894, 3840, 512, -29695, 30979
24576, -8960, -15104, 24320, -19714, 17662, 6656, -12783, -25343, 31491
24576, -8960, -15104, 20480, -19714, 17662, 7168, -13039, -24063, 31747
24576, -8960, -15104, 20480, -20994, 17918, 7680, -13295, -22527, 32003
11008, 2305, -16640, 16384, -20994, 17918, 7936, -13551, -20991, 32259
11008, 2305, -16640, 16384, -23042, 19198, 7424, -13551, -19455, 32515
11008, 2305, -16640, 12032, -23042, 19198, 7168, -13551, -17407, -32765
7424, 6913, -8192, 12032, -23554, 19454, 7168, -13551, -15871, -32509
7424, 6913, -8192, 7936, -24834, 20734, 7680, -13039, -13311, -31997
2560, 7425, -5632, 2816, -24834, 20734, 8448, 256, -13055, -31741
2560, 7425, -5632, 2816, -25858, 21246, 9472, 1280, -12799, -31485
-8449, 7681, -13056, -1537, -26370, 20990, 11008, 4864, -14591, -30973
-8449, 7681, -13056, -5889, -26370, 20990, 12288, 7680, -15615, -30717
-22529, 10241, -19456, -10497, -27650, 22782, 13824, 13056, -18943, -30205
-22529, 10241, -19456, -10497, -27650, 23038, 14592, 15872, -20991, -29949
28671, 11521, -21504, -14337, -27906, 23806, 14080, 19200, -26111, -29437
28671, 11521, -21504, -18433, -27906, 23806, 13568, 20736, -28927, -29181
28671, 11521, -21504, -18433, -28674, 24830, 12544, 21504, -31743, -28925
8191, 7169, -9728, -22017, -28674, 24830, 11520, 23552, 30977, -28669
8191, 7169, -9728, -22017, -27906, 25086, 10240, 24320, 27649, -28413
-8194, 1025, -4608, -24833, -28162, 25854, 7680, 22784, 21249, -27901
-8194, 1025, -4608, -27649, -28162, 25854, 6400, 20480, 17665, -27645
-8194, 1025, -4608, -27649, -27138, 26110, 5376, 16640, 13569, -27389
-20226, -1792, 2305, -29953, -27138, 26110, 4352, 12544, 9473, -27133
-20226, -1792, 2305, -29953, -26882, 26366, 3584, 8448, 4609, -26877
-20226, -1792, 2305, -32257, -26882, 26366, 2304, 4352, -1280, -26621
31486, -7424, 3073, -32257, -26626, 26622, 6400, 1792, -7680, -26365
31486, -7424, 3073, 30463, -26626, 26622, 6656, 512, -13824, -26109
7166, -21504, -4864, 28671, -26114, 26622, 4352, -19439, -31488, -25597
7166, -21504, -4864, 26111, -25858, 27390, 0, -21231, 24832, -25085
8958, -15872, 14081, 26111, -25602, 27134, -13551, -20463, 19968, -24829
8958, -15872, 14081, 24831, -25602, 27134, -14063, -19183, 14592, -24573
8958, -15872, 14081, 24831, -25090, 27646, -14319, -16623, 9216, -24317
21246, -13056, 3585, 23807, -25090, 27646, -15087, -14319, 3328, -24061
21246, -13056, 3585, 23807, -25346, 27646, -15855, 0, -15599, -23805
28158, -12032, 4097, 23039, -24578, 26878, -17903, 2560, -28143, -23293
28158, -12032, 4097, 23807, -24578, 26878, -19183, 2560, 31249, -23037
28158, -12032, 4097, 23807, -25090, 27134, -20463, 1024, 24337, -22781
-28674, -8704, 11777, 24319, -25090, 27134, -21487, 768, 19729, -22525
-28674, -8704, 11777, 24319, -25090, 26622, -23535, 768, 15889, -22269
-1538, -4608, 17665, 25343, -25090, 25854, -27119, -13551, 1553, -21757
-1538, -4608, 17665, 27391, -25090, 25854, -27375, -15599, -4592, -21501
-5890, -11776, 14337, 27391, -25346, 25598, -27631, -17903, -9712, -21245
-5890, -11776, 14337, 28927, -25346, 25598, -28655, -20207, -13808, -20989
-5890, -11776, 14337, 28927, -25346, 24830, -29167, -21231, -15344, -20733
27647, 257, 10497, 31487, -25346, 24830, -29935, -22767, -16368, -20477
27647, 257, 10497, 31487, -25346, 24062, -30191, -24047, -18928, -20221
27647, 257, 10497, -31745, -25346, 24062, -30191, -24815, -21488, -19965
31487, -3584, 5121, -29441, -25090, 23038, -31215, -25839, -25584, -19453
31487, -3584, 5121, -29441, -24578, 22782, -31983, -26607, -28400, -19197
-28417, -3072, 11777, -26881, -24578, 22782, -32751, -26863, -30960, -18941
-28417, -3072, 11777, -26881, -24834, 21758, 32273, -27631, 31504, -18685
-28417, -3072, 11777, -24577, -24834, 21758, 31761, -28399, 28432, -18429
-27649, -6912, 9729, -24577, -24066, 20478, 32017, -29167, 24592, -18173
-27649, -6912, 9729, -21249, -24066, 20478, 32273, -30447, 21264, -17917
-27649, -6912, 9729, -21249, -24066, 19710, 32273, -30703, 17936, -17661
-24065, -6400, 6913, -18177, -24066, 19710, -32751, -31215, 14608, -17405
-24065, -6400, 6913, -18177, -23298, 18686, -31983, -31471, 11536, -17149
-24065, -6400, 6913, -15617, -23298, 18686, -31215, -31727, 8208, -16893
-17153, -5376, 513, -15617, -22018, 17406, -29935, -32239, 5136, -16637
-17153, -5376, 513, -12033, -22018, 17406, -28655, -32239, 2320, -16381
-17153, -5376, 513, -12033, -22274, 16382, -27375, -31727, -241, -16125
-3329, -3072, -11776, -8961, -22274, 16382, -25583, -30703, -2801, -15869
-3329, -3072, -11776, -8961, -21250, 15358, -24047, -30191, -4849, -15613
-3329, -3072, -11776, -4865, -21250, 15358, -22511, -30447, -6641, -15357
8704, -1536, -15104, -4865, -20226, 14334, -21487, -30703, -8433, -15101
8704, -1536, -15104, -1537, -20226, 14334, -20207, -31471, -9969, -14845
8704, -1536, -15104, -1537, -19714, 13566, -19183, -32495, -11505, -14589
19456, -3328, -12032, 2304, -19714, 13566, -18159, 32529, -13041, -14333
19456, -3328, -12032, 2304, -18178, 13054, -17135, -32751, -14065, -14077
19456, -3328, -12032, 6656, -18178, 13054, -16111, -31727, -15089, -13821
-30976, -3328, -16128, 6656, -17410, 12798, -14831, -29423, -15601, -13565
-30976, -3328, -16128, 10496, -17410, 12798, -13807, -27887, -16113, -13309
-30976, -3328, -16128, 10496, -15618, 11774, 0, -26863, -15857, -13053
-17408, -2816, -14848, 15104, -15618, 11774, 1024, -27119, -15345, -12797
-17408, -2816, -14848, 15104, -14338, 11774, 2048, -27375, -14321, -12541
-4864, -512, -10752, 19456, -12802, 10750, 2816, -30191, -11249, -12029
-4864, -512, -10752, 23552, -12802, 10750, 2816, -32495, -8945, -11773
-4864, -512, -10752, 23552, -10242, 10494, 2304, 30737, -6641, -11517
6145, -4608, -6144, 27392, -10242, 10494, 2048, 28433, -4081, -11261
6145, -4608, -6144, 27392, -8450, 10238, 1024, 26897, -497, -11005
6145, -4608, -6144, 30720, -8450, 10238, 256, 26129, 3344, -10749
17921, -15360, -6912, 30720, -5890, 8958, -13295, 26129, 7184, -10493
17921, -15360, -6912, -31744, -5890, 8958, -14063, 27921, 11280, -10237
17921, -15360, -6912, -31744, -3586, 8958, -14575, 30225, 15376, -9981
22529, -29696, -14848, -29696, -3586, 8958, -15343, -32495, 20496, -9725
22529, -29696, -14848, -29696, -1538, 8190, -15599, -29423, 25360, -9469
22529, -29696, -14848, -27648, -1538, 8190, -16623, -27119, 30480, -9213
25089, -31232, -21760, -27648, 1535, 7422, -17903, -24047, -29680, -8957
25089, -31232, -21760, -26112, 1535, 7422, -18927, -21743, -24816, -8701
25089, -31232, -21760, -26112, 3071, 7678, -19951, -19951, -19440, -8445
26881, 29952, -14848, -23808, 3071, 7678, -20463, -17903, -14064, -8189
26881, 29952, -14848, -23808, 5887, 6910, -20463, -16367, -8432, -7933
26881, 29952, -14848, -22016, 5887, 6910, -19695, -14319, -3056, -7677
29185, 22016, -22016, -22016, 7679, 6910, -18415, 256, 2577, -7421
29185, 22016, -22016, -20992, 7679, 6910, -16623, 2816, 8209, -7165
-32511, 17152, -29952, -19200, 8703, 7166, -13039, 7680, 20241, -6653
-32511, 17152, -29952, -19200, 10495, 6654, 1536, 9472, 26641, -6397
-32511, 17152, -29952, -18176, 10495, 6654, 4096, 10752, 32017, -6141
-31999, 21760, 30976, -18176, 10495, 7422, 6912, 11776, -27375, -5885
-31999, 21760, 30976, -16640, 10495, 7422, 9472, 12288, -21743, -5629
-31999, 21760, 30976, -16640, 10495, 7678, 12800, 13312, -16367, -5373
27393, 21760, 23040, -15360, 10495, 7678, 15616, 14848, 1024, -5117
27393, 21760, 23040, -15360, 10239, 8446, 17920, 16384, 5632, -4861
27393, 21760, 23040, -15104, 10239, 8446, 19456, 17408, 9728, -4605
18177, 20224, 29440, -15104, 8191, 9214, 20480, 18432, 13312, -4349
18177, 20224, 29440, -13824, 8191, 9214, 21760, 19712, 16896, -4093
18177, 20224, 29440, -13824, 7167, 9726, 22016, 18176, 19968, -3837
6657, 21760, -21760, -13312, 7167, 9726, 21504, 18944, 23296, -3581
6657, 21760, -21760, -13312, 4863, 11262, 19712, 18432, 26112, -3325
6657, 21760, -21760, -12800, 4863, 11262, 17920, 17664, 28928, -3069
1, 24832, -5376, -12800, 2815, 12030, 16128, 17408, 31744, -2813
1, 24832, -5376, -12800, 2815, 12030, 13568, 17408, -30976, -2557
1, 24832, -5376, -12800, 1279, 12798, 9216, 15872, -28416, -2301
-8192, 28160, 11777, -12800, 1279, 12798, 6144, 15360, -25856, -2045
-8192, 28160, 11777, -12800, -770, 13566, 3072, 14592, -23552, -1789
-8192, 28160, 11777, -13056, -770, 13566, 0, 14080, -21248, -1533
-13568, 30976, 12801, -13568, -1538, 13566, -17903, 14080, -17152, -1021
-13568, 30976, 12801, -13568, -3330, 14334, -20207, 14336, -15104, -765
-18688, -31744, 7681, -14080, -3330, 14334, -22255, 14592, -13568, -509
-18688, -31744, 7681, -14080, -4354, 14590, -24047, 15360, -11776, -253
-18688, -31744, 7681, -15104, -4354, 14590, -25583, 15360, -10240, 4
-23552, -28672, 1025, -15104, -4866, 14590, -26863, 15104, -8704, 260
-23552, -28672, 1025, -16128, -6402, 14846, -28399, 13824, -5376, 772
-26624, -24320, -1024, -17408, -6402, 14846, -28655, 13312, -3840, 1028
-26624, -24320, -1024, -17408, -6914, 14334, -28911, 12544, -2048, 1284
-26624, -24320, -1024, -18688, -6914, 14334, -29423, 12288, 1, 1540
-26112, -22016, -4864, -18688, -7426, 14846, -29679, 12032, 2305, 1796
-26112, -22016, -4864, -20224, -8706, 14846, -30447, 11520, 6401, 2308
-29440, -22528, -8704, -21504, -8706, 14846, -30703, 11008, 8705, 2564
-29440, -22528, -8704, -21504, -8450, 14590, -30703, 10496, 11265, 2820
-29440, -22528, -8704, -23808, -8450, 14590, -30447, 9216, 13569, 3076
32512, -19456, -11008, -23808, -10242, 14590, -30191, 8192, 16129, 3332
32512, -19456, -11008, -26112, -10242, 14590, -29423, 7424, 18433, 3588
32512, -19456, -11008, -26112, -10754, 14078, -28655, 6912, 21249, 3844
28160, -17920, -15360, -28160, -10754, 14078, -27887, 6912, 23809, 4100
28160, -17920, -15360, -28160, -11522, 14590, -26863, 6912, 26625, 4356
28160, -17920, -15360, -30976, -11522, 14590, -26095, 7168, 29697, 4612
29184, -16128, -17920, -30976, -13314, 14590, -25071, 7168, 32513, 4868
29184, -16128, -17920, 31232, -13314, 14590, -23535, 6912, -30207, 5124
29184, -16128, -17920, 31232, -13826, 14334, -21999, 6656, -27903, 5380
23808, -14592, -21248, 28160, -13826, 14334, -20207, 6400, -26111, 5636
23808, -14592, -21248, 28160, -15362, 15102, -18159, 5888, -25087, 5892
23808, -14592, -21248, 25088, -15362, 15102, -15599, 5888, -23807, 6148
17408, -11776, -23040, 25088, -16386, 15102, -13295, 5888, -23295, 6404
17408, -11776, -23040, 21504, -16386, 15102, 1792, 6400, -23551, 6660
17408, -11776, -23040, 21504, -17410, 15870, 4352, 7424, -23295, 6916
7680, -8960, -25344, 17664, -17410, 15870, 6144, 8192, -23295, 7172
7680, -8960, -25344, 17664, -19458, 16894, 7680, 9216, -22783, 7428
7680, -8960, -25344, 13824, -19458, 16894, 9216, 9472, -22527, 7684
0, 769, -21248, 13824, -19970, 17150, 10240, 10496, -21503, 7940
0, 769, -21248, 10240, -19970, 17150, 11008, 11520, -20735, 8196
0, 769, -21248, 10240, -22018, 18174, 11264, 12032, -19711, 8452
-3329, 10241, -17408, 6400, -22018, 18174, 11776, 12544, -19199, 8708
-3329, 10241, -17408, 6400, -23554, 18942, 12800, 12800, -18175, 8964
-3329, 10241, -17408, 2816, -23554, 18942, 13312, 12800, -17663, 9220
-10753, 5889, -16640, 2816, -24322, 19966, 13824, 12800, -17663, 9476
-10753, 5889, -16640, -513, -25858, 20734, 16640, 13312, -18687, 9988
-23809, -256, -21760, -4353, -25858, 20734, 17664, 14592, -19711, 10244
-23809, -256, -21760, -4353, -26370, 20990, 18944, 16384, -20991, 10500
-23809, -256, -21760, -8193, -26370, 20990, 19456, 18176, -22783, 10756
29439, -4864, -25088, -8193, -27394, 22270, 19968, 18688, -24575, 11012
29439, -4864, -25088, -12289, -27394, 22270, 19712, 18176, -26623, 11268
29439, -4864, -25088, -12289, -28162, 23294, 19200, 17152, -29439, 11524
10239, -17920, -20480, -15873, -28162, 23294, 17920, 14848, 32513, 11780
10239, -17920, -20480, -15873, -28162, 24062, 16896, 12288, 28929, 12036
10239, -17920, -20480, -18689, -28162, 24062, 15616, 9216, 24577, 12292
-5378, -19456, -7680, -18689, -28930, 25342, 14080, 6400, 19969, 12548
-5378, -19456, -7680, -22785, -29186, 26110, 10496, -13295, 10753, 13060
-13314, -12032, 1025, -25345, -29186, 26110, 8704, -17391, 6401, 13316
-12546, 1, 3585, -28929, -28930, 27390, 5632, -23791, -7936, 14084
-12546, 1, 3585, -32001, -28930, 27390, 6144, -23535, -13056, 14340
-12546, 1, 3585, -32001, -27906, 27646, 6144, -23279, -18176, 14596
-16130, 3585, -1536, 30975, -27906, 28414, 11008, -18927, -31232, 15108
-16130, 3585, -1536, 27903, -27906, 28414, 12800, -15343, 26624, 15364
30462, -18944, -22272, 26623, -27906, 28670, 8704, 0, 15360, 15876
30462, -18944, -22272, 26623, -28418, 29182, 6400, -12783, 10240, 16132
32510, -18432, 16129, 25599, -28418, 29182, 4864, -13807, 5888, 16388
32510, -18432, 16129, 25599, -28674, 29950, 3328, -15343, 1792, 16644
32510, -18432, 16129, 24831, -28674, 29950, 1280, -17135, -16367, 16900
-25858, -18432, 21249, 24831, -28674, 29182, -12783, -18927, -22255, 17156
-25858, -18432, 21249, 25087, -28674, 29182, -14319, -20463, -27119, 17412
-20226, -13056, 24577, 24831, -28674, 29182, -19439, -21999, 25873, 18180
-20226, -13056, 24577, 25343, -28674, 29182, -20975, -20719, 22289, 18436
-1026, -6400, 25857, 25343, -28930, 29438, -22255, -19183, 18705, 18692
-1026, -6400, 25857, 26623, -28930, 29438, -24303, -17135, 15889, 18948
-1026, -6400, 25857, 26623, -29442, 28926, -26095, -16111, 12817, 19204
15359, -2304, 29953, 27135, -29442, 28926, -28655, -16111, 8977, 19460
15359, -2304, 29953, 27135, -28418, 27902, -30959, -16623, 4881, 19716
15359, -2304, 29953, 29439, -28418, 27902, 32017, -17391, 1297, 19972
16895, -6144, -29183, 29439, -28930, 27646, 29713, -18671, -2032, 20228
16895, -6144, -29183, 30463, -28930, 27646, 27665, -19951, -5872, 20484
24319, -3584, 30977, -32513, -28162, 25854, 22545, -21487, -12016, 20996
24319, -3584, 30977, -32513, -27394, 25086, 20497, -22511, -15344, 21252
24319, -3584, 30977, -30209, -27394, 25086, 18705, -23535, -18160, 21508
30463, -2048, 29697, -30209, -26882, 23806, 17425, -25071, -20976, 21764
30463, -2048, 29697, -28417, -26882, 23806, 16145, -26095, -23792, 22020
30463, -2048, 29697, -28417, -25346, 22014, 15377, -26607, -26352, 22276
-32001, -4352, 18945, -25345, -25346, 22014, 14865, -26863, -29424, 22532
-32001, -4352, 18945, -25345, -24322, 20990, 14865, -27375, -31984, 22788
-32001, -4352, 18945, -23041, -24322, 20990, 15121, -28143, 30992, 23044
-26625, -5888, 6913, -20481, -23042, 19454, 16913, -28911, 26128, 23556
-26625, -5888, 6913, -20481, -21250, 17406, 18449, -28655, 23568, 23812
-19201, -7680, -6400, -17409, -21250, 17406, 20241, -28143, 21008, 24068
-19201, -7680, -6400, -17409, -20226, 16382, 22289, -27631, 18448, 24324
-8449, -9472, -19712, -14593, -18434, 14590, 27409, -25583, 13328, 24836
-8449, -9472, -19712, -11265, -18434, 14590, 29969, -24815, 10768, 25092
-8449, -9472, -19712, -11265, -17922, 13566, 32273, -24559, 8464, 25348
1280, -11520, -25344, -7937, -17922, 13566, -30959, -24559, 5904, 25604
1280, -11520, -25344, -7937, -16642, 12030, -28399, -24815, 3856, 25860
1280, -11520, -25344, -4097, -16642, 12030, -26351, -25327, 1808, 26116
9216, -12544, -24064, -4097, -15106, 11262, -24303, -25071, 16, 26372
9216, -12544, -24064, -513, -14594, 10494, -19695, -24815, -2801, 26884
20224, -10496, -26112, 2560, -14594, 10494, -17647, -24047, -4081, 27140
20224, -10496, -26112, 2560, -13058, 10238, -15599, -23791, -5105, 27396
20224, -10496, -26112, 6912, -13058, 10238, -13551, -23279, -5873, 27652
-30976, -10240, -27392, 6912, -12034, 9982, 768, -22767, -6129, 27908
-30976, -10240, -27392, 10496, -12034, 9982, 2560, -22767, -5617, 28164
-30976, -10240, -27392, 10496, -11010, 9214, 4096, -22511, -4593, 28420
-15616, -8192, -27136, 14592, -11010, 9214, 5120, -22255, -3057, 28676
-15616, -8192, -27136, 14592, -9218, 8702, 6144, -22255, -1265, 28932
-15616, -8192, -27136, 18432, -9218, 8702, 6656, -22767, 784, 29188
-4096, -10240, -23296, 18432, -8706, 9214, 7680, -23023, 3344, 29444
-4096, -10240, -23296, 22272, -8706, 9214, 7936, -23535, 6160, 29700
-4096, -10240, -23296, 22272, -6658, 7934, 7936, -23535, 9232, 29956
